id,answer
155,"㈱JR東日本びゅうツーリズム&セールス企画実施の添乗員付きプラン、団体旅行を取り扱っております。 個人型JR付旅行プランや宿泊のみの旅行プランなどは取り扱っておりませんが、インターネット商品「JR東日本びゅうダイナミックレールパック」の予約方法等についてスタッフがサポートさせて頂きます。 詳細表示

No：1536 公開日時：2022/04/13 14:00 更新日時：2022/07/13 16:21 カテゴリー： 旅行  ,  駅たびコンシェルジュ"
156,"JR東日本の駅にある観光情報発信や各種旅行相談を行う店舗です。「私の行きたい」が見つかるをコンセプトに、東日本各地でコンシェルジュが充実した観光のご案内を行います。 弊社WEBサイト駅たびコンシェルジュもご確認ください。 駅たびコンシェルジュ 詳細表示

No：1533 公開日時：2022/04/13 14:00 更新日時：2022/07/13 16:20 カテゴリー： 旅行  ,  駅たびコンシェルジュ"
157,"「ジパング倶楽部」は、満65歳以上の方がご入会いただけます。 主な特典としては、 ・日本全国のJR線の割引（一部ご利用になれない列車等があります） ・楽しい旅の会員誌「ジパング倶楽部」のご送付またはデジタルコンテンツでの配信 …などがございます。 【関連リンク】 ジパング倶楽部 詳細表示

No：1157 公開日時：2024/04/01 10:00 カテゴリー： おトクなきっぷ"
158,"JR東日本国内ツアーについては、弊社ウェブサイトでご覧いただけます。詳細については、下記リンク「JR東日本国内ツアー」をご覧ください。 また、「JR東日本国内ツアーよくあるご質問」もあわせてご覧ください。 【関連リンク】 JR東日本国内ツアー JR東日本国内ツアー よくあるご質問 詳細表示

No：1104 公開日時：2021/12/17 18:50 更新日時：2022/07/13 16:19 カテゴリー： 旅行商品"
159,"JR東日本グループレポートにつきましては、弊社ウェブサイトの「IR情報－財務情報－JR東日本グループレポート（旧・アニュアルレポート）」にてご覧いただけます。 （英語版をPDFファイルにてご提供しております） 【関連リンク】 JR東日本グループレポート（旧・アニュアルレポート） 詳細表示

No：1101 公開日時：2021/10/25 10:00 更新日時：2022/11/17 20:14 カテゴリー： 企業・IR情報"
160,"大変申し訳ありませんが、駅や列車内の広告物につきましては、広告主などに権限があるため、弊社から差し上げることができません。 ご希望にお応えできず誠に恐縮ではございますが、何卒ご理解賜りますようお願い申し上げます。 詳細表示

No：1074 公開日時：2018/07/05 09:43 更新日時：2022/07/13 17:50 カテゴリー： その他のお問い合わせ"
161,"札幌市交通局や新潟交通等で、Suicaや、PASMO、Kitaca、manaca、ICOCA、TOICA、SUGOCA、nimoca、はやかけんはご利用いただけますが、SAPICAやりゅーとは、Suicaエリアや、PASMOエリア、Kitacaエリア、manacaエリア、TOICAエリア、PiTaPaエリア、IC... 詳細表示

No：1010 公開日時：2023/11/29 10:00 カテゴリー： ICカードの相互利用サービス"
162,"旅の様々な情報は、弊社ウェブサイトの「エリア・観光」にてご案内しております。 【関連リンク】 エリア・観光 詳細表示

No：1103 公開日時：2022/11/30 10:00 カテゴリー： 旅行商品"
163,"個人情報の取扱いにつきましては、個人情報保護法（個人情報の保護に関する法律）をはじめとした関係法令の趣旨に沿って社内体制を整備の上、厳正に管理しております。 JR東日本における個人情報取扱いの基本指針については、下記リンクをご覧ください。 【関連リンク】 個人情報の取扱いに関する基本方針 詳細表示

No：1077 公開日時：2021/12/17 19:00 更新日時：2022/07/05 09:44 カテゴリー： その他のお問い合わせ"
164,"便利なアプリや、楽しめるアプリ等があります。 ご利用ください。 【関連リンク】 公式スマートフォンアプリ一覧 詳細表示

No：990 公開日時：2021/10/25 10:00 更新日時：2022/07/05 10:35 カテゴリー： その他のお問い合わせ"
